# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      62.094       58.900    26399.887    98311.289
      63.095       59.900    26826.309    98311.289
      64.097       59.900    27248.605    98311.289
      65.098       59.900    27699.004    98311.289
      66.100       60.900    28120.527    98311.289
      67.101       60.900    28568.605    98311.289
      68.103       57.900    28986.520    98311.289
      69.104       61.900    29432.793    98311.289
      70.106       61.900    29866.691    98311.289
      71.107       58.900    30308.582    98311.289
      72.109       58.900    30744.801    98311.289
      73.110       59.900    31194.941    98311.289
      74.112       59.900    31613.887    98311.289
      75.113       58.900    32045.723    98311.289
      76.115       56.900    32457.707    98311.289
      77.116       58.900    32876.910    98311.289
      78.118       58.900    33296.629    98311.289
      79.119       61.900    33719.699    98311.289
      80.121       60.900    34145.605    98311.289
      81.122       59.900    34552.949    98311.289
      82.124       61.900    34967.770    98311.289
      83.125       60.900    35376.402    98311.289
      84.127       59.900    35786.066    98311.289
      85.128       57.900    36204.496    98311.289
      86.130       58.900    36630.660    98311.289
      87.131       58.900    37047.543    98311.289
      88.133       61.900    37466.488    98311.289
      89.135       59.900    37886.465    98311.289
      90.136       60.900    38316.496    98311.289
      91.138       61.900    38730.285    98311.289
      92.139       59.900    39149.746    98311.289
      93.141       56.900    39581.840    98311.289
      94.142       59.900    40029.402    98311.289
      95.144     3191.100    40322.859   100799.535
      96.144     4809.500    40604.621   100799.535
      97.146     4793.000    40883.691   100799.535
      98.147     4792.000    41089.414   100799.535
      99.148     4805.800    41327.656   100799.535
     100.150     4792.900    41580.371   100799.535
     101.151     4793.000    41844.375   100799.535
     102.152     4812.900    42096.969   100799.535
     103.154     4792.000    42292.273   100799.535
     104.155     4793.900    42426.645   100799.535
     105.156     4812.900    42517.395   100799.535
     106.158     4793.000    42584.020   100799.535
     107.159     4792.900    42719.203   100799.535
     108.160     4812.900    42897.285   100799.535
     109.162     4786.000    43098.926   100799.535
     110.163     4791.900    43318.426   100799.535
     111.164     4815.000    43558.926   100799.535
     112.166     4791.900    43800.223   100799.535
     113.167     4792.900    44046.684   100799.535
     114.168     4812.900    44254.176   100799.535
     115.170     4791.900    44487.707   100799.535
     116.171     4793.000    44815.367   100799.535
     117.172     4815.000    45313.438   100799.535
     118.174     4792.000    45944.992   100799.535
     119.175     4785.000    46754.777   100799.535
     120.176     4655.900    48018.738   100799.535
     121.178     4024.200    49290.977   100799.535
     122.179     2768.000    50259.812   100799.535
     123.180     2587.900    51467.824   100799.535
     124.182     1877.100    52479.215   100799.535
     125.183     1404.900    53339.180   100799.535
     126.184     1650.500    54483.559   100799.535
     127.186     1709.400    55645.645   100799.535
     128.187     1763.300    56838.129   100799.535
     129.188     1429.500    57847.594   100799.535
     130.190      997.500    58478.117   100799.535
     131.191      934.600    59076.723   100799.535
     132.193      996.300    59681.777   100799.535
     133.195      687.900    60084.484   100799.535
     134.196      679.900    60446.176   100799.535
     135.198      970.400    61080.156   100799.535
     136.200      925.600    61672.449   100799.535
     137.201      807.700    62180.230   100799.535
     138.203      954.400    62727.238   100799.535
     139.204      829.600    63283.895   100799.535
     140.206      936.500    63862.715   100799.535
     141.208      862.700    64412.598   100799.535
     142.209      942.500    65026.719   100799.535
     143.211      964.500    65583.645   100799.535
     144.212      816.600    66088.137   100799.535
     145.214      996.300    66711.332   100799.535
     146.216      748.800    67071.625   100799.535
     147.216      630.600    67401.559   100799.535
     148.218      721.800    67791.766   100799.535
     149.220      855.600    68192.641   100799.535
     150.221      840.600    68543.211   100799.535
     151.223     1287.900    69078.789   100799.535
     152.224      759.900    69376.918   100799.535
     153.226     1130.200    69742.973   100799.535
     154.227      900.600    70209.203   100799.535
     155.229      958.500    70709.809   100799.535
     156.231     1059.300    71031.641   100799.535
     157.232      860.600    71144.176   100799.535
     158.234      189.700    71165.645   100799.535
     159.236       99.800    71165.645   100799.535
     160.237      100.800    71165.645   100799.535
     161.239       99.800    71165.645   100799.535
     162.241      916.400    71328.176   100799.535
     163.243     1218.000    71612.820   100799.535
     164.244      747.800    71810.695   100799.535
     165.246      280.500    71844.836   100799.535
     166.247      902.500    72178.777   100799.535
     167.249      665.900    72451.301   100799.535
     168.251      310.500    72579.363   100799.535
     169.253      216.600    72652.840   100799.535
     170.254      950.400    73193.906   100799.535
     171.256      115.800    73200.078   100799.535
     172.258      678.900    73514.461   100799.535
     173.259      601.100    73851.973   100799.535
     174.261      282.500    73966.227   100799.535
     175.263      534.100    74240.488   100799.535
     176.264      376.400    74434.055   100799.535
     177.266      581.000    74726.043   100799.535
     178.268      631.900    75096.973   100799.535
     179.269      163.700    75119.121   100799.535
     180.271       99.800    75119.121   100799.535
     181.272      256.700    75210.734   100799.535
     182.274      701.900    75595.156   100799.535
     183.276      102.800    75597.734   100799.535
     184.277      599.000    75909.738   100799.535
     185.279      287.500    76010.422   100799.535
     186.281      100.800    76010.422   100799.535
     187.282      625.000    76351.098   100799.535
     188.284      398.300    76527.977   100799.535
     189.286       99.800    76527.977   100799.535
     190.288      637.000    76859.102   100799.535
     191.289      592.100    77170.066   100799.535
     192.291      597.100    77411.223   100799.535
     193.292      135.800    77411.223   100799.535
     194.294       99.800    77411.223   100799.535
     195.296       99.800    77411.223   100799.535
     196.297      660.900    77712.684   100799.535
     197.299      667.000    78090.039   100799.535
     198.300      370.400    78188.074   100799.535
     199.302       99.800    78188.074   100799.535
     200.304      605.000    78484.137   100799.535
     201.306      492.200    78744.777   100799.535
     202.307      516.200    78960.617   100799.535
     203.309       99.800    78960.617   100799.535
     204.310      407.400    79143.211   100799.535
     205.312      445.300    79348.047   100799.535
     206.313      567.000    79701.906   100799.535
     207.315      405.400    79912.172   100799.535
     208.317      277.600    79998.051   100799.535
     209.318      187.700    80047.660   100799.535
     210.320      769.800    80468.719   100799.535
     211.321      367.400    80644.430   100799.535
     212.323      100.800    80644.430   100799.535
     213.324      312.500    80772.984   100799.535
     214.326      761.800    81259.906   100799.535
     215.328      166.700    81291.160   100799.535
     216.329       99.800    81291.160   100799.535
     217.331      529.100    81588.727   100799.535
     218.332      436.300    81822.023   100799.535
     219.334      175.700    81862.672   100799.535
     220.336      706.800    82233.805   100799.535
     221.338      332.500    82346.004   100799.535
     222.339       99.800    82346.004   100799.535
     223.341      729.800    82774.379   100799.535
     224.342      516.200    83079.594   100799.535
     225.344      174.700    83100.297   100799.535
     226.346       99.800    83100.297   100799.535
     227.347       99.800    83100.297   100799.535
     228.349      430.300    83312.812   100799.535
     229.351      590.100    83670.551   100799.535
     230.352      355.400    83855.316   100799.535
     231.354      118.800    83855.316   100799.535
     232.356      100.800    83855.316   100799.535
     233.357       99.800    83855.316   100799.535
     234.359      500.200    84145.094   100799.535
     235.361      424.300    84375.996   100799.535
     236.362      102.800    84378.832   100799.535
     237.364       99.800    84378.832   100799.535
     238.366      518.100    84659.582   100799.535
     239.367      568.100    84896.668   100799.535
     240.369      250.600    85010.840   100799.535
     241.371      100.800    85010.840   100799.535
     242.372       99.900    85010.840   100799.535
     243.374      635.900    85442.145   100799.535
     244.375      571.000    85732.047   100799.535
     245.377      139.800    85732.047   100799.535
     246.379       99.800    85732.047   100799.535
     247.380       99.900    85732.047   100799.535
     248.382      659.900    86126.246   100799.535
     249.383      216.600    86202.895   100799.535
     250.385      100.800    86202.895   100799.535
     251.387      156.700    86233.855   100799.535
     252.388      779.700    86699.973   100799.535
     253.390      354.400    86881.266   100799.535
     254.392      100.800    86881.266   100799.535
     255.394       99.800    86881.266   100799.535
     256.395       99.800    86881.266   100799.535
     257.396      393.600    87076.020   100799.535
     258.398      583.000    87380.012   100799.535
     259.400      231.600    87482.344   100799.535
     260.402       99.800    87482.344   100799.535
     261.403      514.200    87815.922   100799.535
     262.405      541.200    88053.160   100799.535
     263.406      155.700    88060.449   100799.535
     264.408       99.800    88060.449   100799.535
     265.409       99.900    88060.449   100799.535
     266.411      448.300    88309.867   100799.535
     267.412      482.200    88619.086   100799.535
     268.414      118.800    88619.086   100799.535
     269.416      672.900    88980.562   100799.535
     270.417      519.200    89198.312   100799.535
     271.419      108.800    89206.305   100799.535
     272.420      126.800    89216.793   100799.535
     273.422      684.800    89655.309   100799.535
     274.424      371.400    89854.363   100799.535
     275.425      449.200    90059.141   100799.535
     276.427       98.800    90059.141   100799.535
     277.429      316.500    90198.523   100799.535
     278.430      397.300    90422.070   100799.535
     279.432      255.600    90537.141   100799.535
     280.434      539.100    90891.715   100799.535
     281.435      130.800    90900.738   100799.535
     282.437       98.800    90900.738   100799.535
     283.439      216.600    90980.996   100799.535
     284.441      436.200    91229.859   100799.535
     285.442      155.700    91269.930   100799.535
     286.444      100.800    91269.930   100799.535
     287.446       99.800    91269.930   100799.535
     288.448      506.200    91537.602   100799.535
     289.449      467.200    91810.473   100799.535
     290.451      163.700    91871.832   100799.535
     291.453       99.800    91871.832   100799.535
     292.454       98.800    91871.832   100799.535
     293.456      337.400    92057.793   100799.535
     294.458      670.800    92450.441   100799.535
     295.459      189.700    92457.660   100799.535
     296.461       99.800    92457.660   100799.535
     297.463      647.000    92932.074   100799.535
     298.464      332.500    93100.922   100799.535
     299.466      114.800    93100.922   100799.535
     300.467       99.800    93100.922   100799.535
     301.469       99.900    93100.922   100799.535
     302.470      508.200    93394.941   100799.535
     303.472      388.300    93610.469   100799.535
     304.474      116.800    93610.469   100799.535
     305.476       98.800    93610.469   100799.535
     306.477       97.800    93610.469   100799.535
     307.479      589.000    93965.180   100799.535
     308.481      190.700    94030.723   100799.535
     309.483       99.800    94030.723   100799.535
     310.484      533.100    94405.660   100799.535
     311.486      316.500    94534.051   100799.535
     312.488       99.800    94534.051   100799.535
     313.489      163.700    94574.336   100799.535
     314.491      479.200    94787.543   100799.535
     315.492      284.500    94937.715   100799.535
     316.494      341.400    95164.102   100799.535
     317.496       99.800    95164.102   100799.535
     318.497      392.400    95382.406   100799.535
     319.499      102.800    95384.984   100799.535
     320.501      486.200    95609.988   100799.535
     321.502      191.700    95680.406   100799.535
     322.504       99.800    95680.406   100799.535
     323.505      409.300    95940.047   100799.535
     324.507      416.300    96122.684   100799.535
     325.509      108.800    96131.449   100799.535
     326.511       99.800    96131.449   100799.535
     327.512      220.600    96212.758   100799.535
     328.514      509.100    96525.840   100799.535
     329.516      143.800    96542.598   100799.535
     330.517       97.800    96542.598   100799.535
     331.519      451.200    96817.605   100799.535
     332.520      292.600    96996.969   100799.535
     333.522      153.800    97044.496   100799.535
     334.524       99.800    97044.496   100799.535
     335.525       99.900    97044.496   100799.535
     336.527      255.600    97173.719   100799.535
     337.528      229.600    97242.379   100799.535
     338.530       98.800    97242.379   100799.535
     339.532      200.700    97373.691   100799.535
     340.533      265.500    97504.965   100799.535
     341.535       99.900    97504.965   100799.535
     342.537      260.600    97641.023   100799.535
     343.538      150.700    97681.137   100799.535
     344.540      260.500    97790.832   100799.535
     345.542       98.800    97790.832   100799.535
     346.543      109.800    97799.559   100799.535
     347.545      388.300    98065.570   100799.535
     348.547      262.500    98144.281   100799.535
     349.548      248.600    98255.773   100799.535
     350.550       99.800    98255.773   100799.535
     351.552       98.800    98255.773   100799.535
     352.553      100.800    98255.773   100799.535
     353.555      103.800    98301.223   100799.535
     354.557       68.900    98306.520   100327.305
     355.559       16.000    98306.520   100327.305
     356.560       32.900    98306.520   100327.305
     357.562       48.900    98306.520   100327.305
     358.564       49.900    98306.520   100327.305
     359.566       51.900    98306.520   100327.305
     360.567       38.900    98306.520   100327.305
     361.569       40.900    98306.520   100327.305
     362.571       35.900    98306.520   100327.305
     363.573       43.900    98306.520   100327.305
     364.575       47.900    98306.520   100327.305
     365.576       49.900    98306.520   100327.305
     366.578       49.900    98306.520   100327.305
     367.580       38.900    98306.520   100327.305
     368.581       49.900    98306.520   100327.305
     369.583       48.900    98306.520   100327.305
     370.585       48.900    98306.520   100327.305
     371.586       49.900    98306.520   100327.305
     372.588       40.900    98306.520   100327.305
     373.589       39.900    98306.520   100327.305
     374.591       49.900    98306.520   100327.305
     375.592       46.900    98306.520   100327.305
     376.594       47.900    98306.520   100327.305
     377.596       48.900    98306.520   100327.305
     378.598       46.900    98306.520   100327.305
     379.599       48.900    98306.520   100327.305
     380.601       47.900    98306.520   100327.305
     381.602       42.900    98306.520   100327.305
     382.604       46.900    98306.520   100327.305
     383.605       46.900    98306.520   100327.305
     384.607       45.900    98306.520   100327.305
     385.608       48.900    98306.520   100327.305
     386.610       50.900    98306.520   100327.305
     387.612       45.900    98306.520   100327.305
     388.613       44.900    98306.520   100327.305
     389.614       42.900    98306.520   100327.305
     390.616       44.900    98306.520   100327.305
     391.618       45.900    98306.520   100327.305
     392.619       45.900    98306.520   100327.305
     393.621       44.900    98306.520   100327.305
     394.623       40.900    98306.520   100327.305
     395.625       53.900    98306.520   100327.305
     396.626       45.900    98306.520   100327.305
     397.628       45.900    98306.520   100327.305
     398.630       46.900    98306.520   100327.305
     399.632       48.900    98306.520   100327.305
     400.633       49.900    98306.520   100327.305
     401.635       44.900    98306.520   100327.305
     402.637       46.900    98306.520   100327.305
     403.639       50.900    98306.520   100327.305
     404.640       44.900    98306.520   100327.305
     405.642       46.900    98306.520   100327.305
     406.644       47.900    98306.520   100327.305
     407.646       42.900    98306.520   100327.305
     408.648       46.900    98306.520   100327.305
     409.649       44.900    98306.520   100327.305
     410.651       48.900    98306.520   100327.305
     411.653       50.900    98306.520   100327.305
     412.655       44.900    98306.520   100327.305
     413.657       49.900    98306.520   100327.305
     414.658       47.900    98306.520   100327.305
     415.660       47.900    98306.520   100327.305
     416.662       43.900    98306.520   100327.305
     417.664       48.900    98306.520   100327.305
     418.665       48.900    98306.520   100327.305
     419.667       48.900    98306.520   100327.305
     420.669       44.900    98306.520   100327.305
     421.671       47.900    98306.520   100327.305
     422.673       48.900    98306.520   100327.305
     423.674       46.900    98306.520   100327.305
     424.676       51.900    98306.520   100327.305
     425.678       48.900    98306.520   100327.305
     426.680       46.900    98306.520   100327.305
     427.682       47.900    98306.520   100327.305
     428.683       44.900    98306.520   100327.305
     429.685       45.900    98306.520   100327.305
     430.687       43.900    98306.520   100327.305
     431.689       47.900    98306.520   100327.305
     432.690       51.900    98306.520   100327.305
     433.692       50.900    98306.520   100327.305
     434.694       52.900    98306.520   100327.305
     435.696       52.900    98306.520   100327.305
     436.698       52.900    98306.520   100327.305
     437.699       51.900    98306.520   100327.305
     438.701       52.900    98306.520   100327.305
     439.703       54.900    98306.520   100327.305
     440.705       49.900    98306.520   100327.305
     441.707       51.900    98306.520   100327.305
     442.708       54.900    98306.520   100327.305
     443.710       53.900    98306.520   100327.305
     444.712       52.900    98306.520   100327.305
     445.714       52.900    98306.520   100327.305
     446.715       50.900    98306.520   100327.305
     447.717       52.900    98306.520   100327.305
     448.719       49.900    98306.520   100327.305
     449.721       54.900    98306.520   100327.305
     450.723       49.900    98306.520   100327.305
     451.724       54.900    98306.520   100327.305
     452.726       54.900    98306.520   100327.305
     453.728     4222.300    98306.566   100799.535
     454.729     4812.000    98306.566   100799.535
     455.731     4793.000    98306.566   100799.535
     456.732     4812.000    98306.566   100799.535
     457.734     4786.000    98306.566   100799.535
     458.735     4792.000    98306.566   100799.535
     459.736     4813.600    98306.566   100799.535
     460.738     4792.900    98306.566   100799.535
     461.739     4791.000    98306.566   100799.535
     462.740     4813.900    98306.566   100799.535
     463.742     4794.000    98306.566   100799.535
     464.743     4793.100    98306.566   100799.535
     465.744     4812.700    98306.566   100799.535
     466.746     4793.000    98306.566   100799.535
     467.747     4785.100    98306.566   100799.535
     468.748     4813.700    98306.566   100799.535
     469.750     4792.900    98306.566   100799.535
     470.751     4793.100    98306.566   100799.535
     471.752     4812.800    98306.574   100799.535
     472.754     4790.800    98306.590   100799.535
     473.755     4793.300    98306.590   100799.535
     474.756     4812.900    98306.645   100799.535
     475.758     4790.400    98306.660   100799.535
     476.759     4670.600    98306.750   100799.535
     477.760     3869.100    98306.840   100799.535
     478.762     3194.300    98306.973   100799.535
     479.763     2365.500    98307.004   100799.535
     480.764     2021.900    98307.004   100799.535
     481.766     1674.700    98307.004   100799.535
     482.767     1437.000    98307.004   100799.535
     483.769      962.600    98307.004   100799.535
     484.770     1388.900    98307.004   100799.535
     485.772     1280.200    98307.004   100799.535
     486.773     1468.000    98307.004   100799.535
     487.774     1174.400    98307.004   100799.535
     488.776      540.300    98307.004   100799.535
     489.777     1121.400    98307.012   100863.535
     490.778      828.800    98307.012   100863.535
     491.780      990.600    98307.012   100863.535
     492.781      886.700    98307.012   100863.535
     493.783      831.700    98307.012   100863.535
     494.784     1046.500    98307.012   100863.535
     495.786      858.800    98307.012   100863.535
     496.787     1138.300    98307.012   100863.535
     497.788      797.000    98307.012   100863.535
     498.790      928.600    98307.012   100863.535
     499.791     1018.500    98307.012   100863.535
     500.793     1047.500    98307.012   100863.535
     501.794      968.500    98307.012   100863.535
     502.796      739.700    98307.012   100863.535
     503.798      802.700    98307.012   100863.535
     504.799      603.000    98307.012   100863.535
     505.801      908.600    98307.012   100863.535
     506.802      517.200    98307.012   100863.535
     507.804      866.700    98307.012   100863.535
     508.806      856.600    98307.012   100863.535
     509.807      812.700    98307.012   100863.535
     510.809      703.900    98307.012   100863.535
     511.810      540.200    98307.012   100863.535
     512.812      592.100    98307.012   100863.535
     513.812      671.600    98307.012   100863.535
     514.814      646.000    98307.012   100863.535
     515.815     1013.400    98307.012   100863.535
     516.817      136.800    98307.012   100863.535
     517.818      597.100    98307.012   100863.535
     518.820      330.500    98307.012   100863.535
     519.820      705.600    98307.012   100863.535
     520.822      306.500    98307.012   100863.535
     521.824       98.800    98307.012   100863.535
     522.825      603.100    98307.012   100863.535
     523.827      221.700    98307.012   100863.535
     524.828      507.200    98307.012   100863.535
     525.830      333.400    98307.012   100863.535
     526.832      843.600    98307.012   100863.535
     527.833      228.600    98307.012   100863.535
     528.835       99.800    98307.012   100863.535
     529.837      670.000    98307.012   100863.535
     530.838      299.500    98307.012   100863.535
     531.840       99.800    98307.012   100863.535
     532.841       99.800    98307.012   100863.535
     533.843      351.400    98307.012   100863.535
     534.844      684.900    98307.012   100863.535
     535.846      224.600    98307.012   100863.535
     536.847      100.800    98307.012   100863.535
     537.849      241.600    98307.012   100863.535
     538.851      570.100    98307.012   100863.535
     539.852      617.000    98307.012   100863.535
     540.854      144.800    98307.012   100863.535
     541.856      361.400    98307.012   100863.535
     542.857      690.900    98307.012   100863.535
     543.859      223.600    98307.012   100863.535
     544.860       97.800    98307.012   100863.535
     545.862       98.800    98307.012   100863.535
     546.864      496.200    98307.012   100863.535
     547.865      697.000    98307.012   100863.535
     548.867      147.800    98307.012   100863.535
     549.868       99.800    98307.012   100863.535
     550.870      100.800    98307.012   100863.535
     551.872      645.800    98307.012   100863.535
     552.872      266.800    98307.012   100863.535
     553.874       99.800    98307.012   100863.535
     554.876      967.500    98307.012   100863.535
     555.877      181.700    98307.012   100863.535
     556.879      277.600    98307.012   100863.535
     557.880      671.000    98307.012   100863.535
     558.882      220.600    98307.012   100863.535
     559.883       98.800    98307.012   100863.535
     560.885       99.800    98307.012   100863.535
     561.887      305.500    98307.012   100863.535
     562.888      561.100    98307.012   100863.535
     563.890      661.900    98307.012   100863.535
     564.891      131.800    98307.012   100863.535
     565.893       99.800    98307.012   100863.535
     566.895       97.800    98307.012   100863.535
     567.896      786.700    98307.012   100863.535
     568.898      331.400    98307.012   100863.535
     569.900       99.800    98307.012   100863.535
     570.901      192.700    98307.012   100863.535
     571.902      516.300    98307.012   100863.535
     572.904      645.000    98307.012   100863.535
     573.906       98.800    98307.012   100863.535
     574.907       98.800    98307.012   100863.535
     575.909      138.800    98307.012   100863.535
     576.910      696.900    98307.012   100863.535
     577.912      159.700    98307.012   100863.535
     578.914       99.800    98307.012   100863.535
     579.915      642.000    98307.012   100863.535
     580.917      270.600    98307.012   100863.535
     581.918       96.800    98307.012   100863.535
     582.920      296.500    98307.012   100863.535
     583.922      457.300    98307.012   100863.535
     584.923       98.800    98307.012   100863.535
     585.925      485.300    98307.012   100863.535
     586.926      429.400    98307.012   100863.535
     587.928      386.500    98307.012   100863.535
     588.929      252.600    98307.012   100863.535
     589.931       99.800    98307.012   100863.535
     590.932       99.800    98307.012   100863.535
     591.934      355.400    98307.012   100863.535
     592.936      663.900    98307.012   100863.535
     593.937      105.800    98307.012   100863.535
     594.939      437.400    98307.012   100863.535
     595.940      420.400    98307.012   100863.535
     596.942      110.800    98307.012   100863.535
     597.943       98.900    98307.012   100863.535
     598.944      572.100    98307.012   100863.535
     599.946      275.500    98307.012   100863.535
     600.948      233.600    98307.012   100863.535
     601.949      512.100    98307.012   100863.535
     602.951       97.800    98307.012   100863.535
     603.953      694.900    98307.012   100863.535
     604.954      141.800    98307.012   100863.535
     605.956      283.500    98307.012   100863.535
     606.957      609.000    98307.012   100863.535
     607.959      608.100    98307.012   100863.535
     608.960      100.800    98307.012   100863.535
     609.962       98.800    98307.012   100863.535
     610.964      712.800    98307.012   100863.535
     611.965      294.500    98307.012   100863.535
     612.967       99.800    98307.012   100863.535
     613.968      315.500    98307.012   100863.535
     614.970      562.100    98307.012   100863.535
     615.972      281.500    98307.012   100863.535
     616.973      721.800    98307.012   100863.535
     617.975      141.800    98307.012   100863.535
     618.977      509.200    98307.012   100863.535
     619.978      499.200    98307.012   100863.535
     620.980      155.700    98307.012   100863.535
     621.981      100.800    98307.012   100863.535
     622.983      366.400    98307.012   100863.535
     623.984      503.300    98307.012   100863.535
     624.986      462.400    98307.012   100863.535
     625.987      126.800    98307.012   100863.535
     626.989       99.800    98307.012   100863.535
     627.990       99.800    98307.012   100863.535
     628.992      100.900    98307.012   100863.535
     629.992      645.600    98307.012   100863.535
     630.994      415.300    98307.012   100863.535
     631.995      132.800    98307.012   100863.535
     632.997       99.800    98307.012   100863.535
     633.999      231.700    98307.012   100863.535
     635.000      607.100    98307.012   100863.535
     636.002      455.200    98307.012   100863.535
     637.003      133.800    98307.012   100863.535
     638.005       97.800    98307.012   100863.535
     639.007       98.800    98307.012   100863.535
     640.008      609.100    98307.012   100863.535
     641.010      303.500    98307.012   100863.535
     642.011       99.800    98307.012   100863.535
     643.013       99.800    98307.012   100863.535
     644.015      673.900    98307.012   100863.535
     645.016      315.500    98307.012   100863.535
     646.018       97.800    98307.012   100863.535
     647.020       97.800    98307.012   100863.535
     648.021      586.100    98307.012   100863.535
     649.023      263.600    98307.012   100863.535
     650.024       99.800    98307.012   100863.535
     651.026      570.200    98307.012   100863.535
     652.027      284.600    98307.012   100863.535
     653.029       98.800    98307.012   100863.535
     654.031       98.800    98307.012   100863.535
     655.032      434.300    98307.012   100863.535
     656.034      422.300    98307.012   100863.535
     657.035      171.700    98307.012   100863.535
     658.037      100.800    98307.012   100863.535
     659.039       98.900    98307.012   100863.535
     660.040      194.700    98307.012   100863.535
     661.042      634.000    98307.012   100863.535
     662.043      614.000    98307.012   100863.535
     663.045      178.700    98307.012   100863.535
     664.047       98.800    98307.012   100863.535
     665.048       99.800    98307.012   100863.535
     666.050      204.700    98307.012   100863.535
     667.051      609.100    98307.012   100863.535
     668.053      344.400    98307.012   100863.535
     669.054       99.800    98307.012   100863.535
     670.056      115.800    98307.012   100863.535
     671.057      471.200    98307.012   100863.535
     672.059      149.700    98307.012   100863.535
     673.061       99.900    98307.012   100863.535
     674.062      169.700    98307.012   100863.535
     675.064      161.700    98307.012   100863.535
     676.066      258.600    98307.012   100863.535
     677.067       99.800    98307.012   100863.535
     678.069       97.800    98307.012   100863.535
     679.070      217.600    98307.012   100863.535
     680.072      288.500    98307.012   100863.535
     681.074      166.700    98307.012   100863.535
     682.075       99.800    98307.012   100863.535
     683.077      100.800    98307.012   100863.535
     684.079      245.600    98307.012   100863.535
     685.080      185.700    98307.012   100863.535
     686.082       97.800    98307.012   100863.535
     687.084       99.800    98307.012   100863.535
     688.085      161.700    98307.012   100863.535
     689.087      270.500    98307.012   100863.535
     690.089       99.800    98307.012   100863.535
     691.090      135.800    98307.012   100863.535
     692.092      232.600    98307.012   100863.535
     693.094      286.500    98307.012   100863.535
     694.095       97.800    98307.012   100863.535
     695.097       99.800    98307.012   100863.535
     696.098       98.900    98307.012   100863.535
     697.100      218.600    98307.012   100863.535
     698.102      192.700    98307.012   100863.535
     699.103       99.800    98307.012   100863.535
     700.105      141.800    98307.012   100863.535
     701.106      198.700    98307.012   100863.535
     702.108       98.800    98307.012   100863.535
     703.110      227.600    98307.012   100863.535
     704.111       99.800    98307.012   100863.535
     705.113      138.800    98307.012   100863.535
     706.115       99.800    98307.012   100863.535
     707.116       55.900    98306.547   100391.305
     708.118     1111.200    98306.777   100607.410
     709.120      344.400    98306.777   100607.410
     710.121      235.600    98306.777   100607.410
     711.123      121.800    87737.262   100391.305
     712.124      100.800    69390.492   100391.305
     713.126       98.900    50418.492   100391.305
     714.127       99.900    31102.457   100391.305
     715.129      100.900     9925.965   100391.305
     716.130       71.900      427.938    34855.305
     717.132       77.900     1345.488    34855.305
     718.133       69.900     2209.160    34855.305
     719.135       68.900     2788.207    34855.305
     720.136       70.900     3591.809    34855.305
     721.138       81.900     4680.551    34855.305
     722.139       86.900     5901.809    34855.305
     723.141       60.900     6413.309    34855.305
     724.142       89.900     7850.355    34855.305
     725.144       74.900     8789.051    34855.305
     726.145       64.900     9305.449    34855.305
     727.147       96.900    10815.715    34855.305
     728.148       99.900    12499.488    34855.305
     729.150       99.900    14190.223    34855.305
